fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,April,17,MADHYA PRADESH,1751,AGAR-MALWA,356964,280.819939275572,11,55,0.17658,260,7,13684,89091,27052,33216,2811,4379,50.36545,300.7273221,8049,11025,57560,122991,0,110284,222220,13944,250.1852921,34902,82,20.64,41.54,100,NA
2025-2026,May,17,MADHYA PRADESH,1706,GUNA,978335,272.282798687949,17,84,2.86485,649,33,20357,409742,50391,26987,72399,49037,100.77515,1219.29698499998,23287,28495,103004,218425,0,210291,434159,21006,1115.65698499998,144548,83,33.8,65.87,100,NA
2025-2026,May,17,MADHYA PRADESH,1714,SHAHDOL,1201004,255.111728224179,13,189,11.738686,294,7,16836,212403,26898,34309,114417,130173,81.70814,635.311790100002,15330,21508,118270,235039,0,160180,298900,17130,541.864964100002,102083,80,59.59,66.34,100,NA
2025-2026,May,17,MADHYA PRADESH,1717,RATLAM,902039,249.546708223276,15,83,0.045,795,18,17056,194594,50855,60144,71564,68273,96.96823,582.616151400001,12870,17993,99978,220254,0,189542,392723,17851,485.602921400001,76392,82,22.57,42.61,100,NA
2025-2026,May,17,MADHYA PRADESH,1720,DEWAS,783853,254.996755215926,16,103,3.645,437,5,16895,290121,53436,34861,65548,40579,111.86546,855.309596199998,18121,23235,89541,181377,0,166569,337628,17332,739.799136199998,95630,81,31.66,47.99,100,NA
2025-2026,May,17,MADHYA PRADESH,1725,KHANDWA,1096170,261.048495978152,12,151,0,728,3,18808,234345,21057,24854,81569,105276,94.72802,706.482117899999,19258,28716,125175,311687,0,197338,465974,19536,611.754097899999,104863,79,22.21,58.73,100,NA
2025-2026,May,17,MADHYA PRADESH,1729,SEHORE,519596,267.845406719784,14,46,0.44436,834,20,13274,130778,34189,28628,17147,18223,103.00833,453.735556,9282,12475,58680,114052,0,136884,255014,14108,350.282866,47161,76,20.97,32.82,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1730,RAISEN,592927,270.235652468244,16,70,0,855,7,20157,243736,46037,22783,35658,23898,109.62682,768.2883899,14946,19647,73624,128607,0,158932,251845,21012,658.6615699,89515,83,12.11,14.22,100,NA
2025-2026,May,17,MADHYA PRADESH,1731,BETUL,1520999,256.527207266351,11,419,13.2897358,580,8,18559,236102,31062,52711,111519,196436,124.66327,743.6188727,20958,28862,152934,367811,0,215789,492433,19139,605.6658669,118230,70,56.93,66.81,100,NA
2025-2026,May,17,MADHYA PRADESH,1735,MANDLA,2739960,253.838307330285,14,811,3.3134013,2063,2,21715,734337,58068,32188,438393,268213,108.98384,1976.3258522,49533,68789,213192,457384,1,253005,531902,23778,1864.0286109,408305,79,62.67,70.48,100,NA
2025-2026,May,17,MADHYA PRADESH,1738,BALAGHAT,2893990,278.868403523655,13,2365,1.1533,1070,1,24289,1051522,44822,27109,340254,129812,169.88115,3103.39706410001,76212,100328,265618,573619,1,319020,673295,25359,2932.36261410001,636241,78,63.7,79.58,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1739,SHEOPUR,740996,268.97500425586,15,99,0,791,4,21010,314860,41365,19651,93243,47283,50.4265,897.321198400001,19793,25084,90622,152495,0,168227,276080,21801,846.894698400001,127571,83,25.1,60.69,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1746,ANUPPUR,1694948,231.240004816483,16,838,5.6410211,719,0,15263,654004,53198,23982,409144,141791,64.89779,1582.85769219999,38915,54212,123734,251682,0,162074,319467,15982,1512.31888109999,328363,84,69.68,73.31,100,NA
2025-2026,May,17,MADHYA PRADESH,1747,BURHANPUR,467975,264.40566286579,16,128,4.2290848,323,3,7507,113658,21325,25459,51077,50821,31.97995,336.7272231,6691,10830,50372,129896,0,89714,215885,7830,300.5181883,54737,79,11.22,23.7,100,NA
2025-2026,May,17,MADHYA PRADESH,1750,SINGRAULI,1283469,271.215424806014,16,283,3.7209633,566,6,12189,369757,55975,33476,109114,66480,62.88555,1069.44453159997,22843,31798,117893,208402,0,177259,302645,12755,1002.83801829997,158563,71,41.93,76.54,100,NA
2025-2026,May,17,MADHYA PRADESH,1701,MORENA,2378850,267.960547019312,15,166,38.1801556,162,76,9922,1478467,175174,39598,19117,4406,122.26172,4122.15013630001,96335,100628,238108,297301,0,328413,412414,10084,3961.70826070001,613112,24,39.83,93.71,100,NA
2025-2026,May,17,MADHYA PRADESH,1702,BHIND,491209,263.581494050374,12,10,0,171,169,7734,66979,11353,18011,455,202,67.49208,244.0363289,5421,5881,72897,97914,0,163731,269247,7905,176.5442489,28226,35,26.4,62.21,100,NA
2025-2026,May,17,MADHYA PRADESH,1703,GWALIOR,378620,250.727751351887,13,72,4.1384,199,23,9971,100785,15473,14214,10787,8601,58.07809,314.912454199999,7736,8897,47678,77416,0,112112,215285,10170,252.695964199999,28078,54,21.27,59.52,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1705,SHIVPURI,1845737,271.581298022167,13,146,0,1847,13,38865,408275,67389,55736,104812,68252,108.70367,1217.5022145,30291,37144,198379,341581,0,340452,620794,40712,1108.7985445,161490,83,23.75,44.82,100,NA
2025-2026,May,17,MADHYA PRADESH,1709,PANNA,1135204,266.595312857631,17,119,1.83816,621,3,13608,393214,64807,43006,64881,36826,94.66839,1144.79664350001,22060,31350,107012,223768,0,169331,339219,14229,1048.29009350001,155599,72,38.78,58.72,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1717,RATLAM,902039,247.434803477386,15,83,0.045,799,16,17481,206592,54149,60286,76420,68358,96.96823,608.193739200001,13450,18842,100130,220622,0,189558,392811,18280,511.180509200002,81091,82,22.92,42.2,100,NA
2025-2026,May,17,MADHYA PRADESH,1722,DHAR,2027305,255.773308846996,17,502,0,2023,11,32635,717543,61943,42737,494420,288747,161.02897,1996.3124435,40093,57617,200334,424419,2,313917,650084,34658,1835.2834735,294042,72,23.62,54.17,100,NA
2025-2026,May,17,MADHYA PRADESH,1727,VIDISHA,927197,262.367954795344,14,50,4.2317245,1463,6,23211,272848,51242,28232,16608,13102,116.35902,836.4564618,19252,22437,110048,165927,0,224840,326924,24674,715.8657173,84110,79,24.29,32.96,100,NA
2025-2026,May,17,MADHYA PRADESH,1730,RAISEN,592927,269.244003255889,16,74,0,883,7,20448,255537,48622,22867,37085,23956,109.62682,797.6448686,15475,20337,73807,128942,0,159009,252022,21331,688.0180486,93820,84,12.18,14.36,100,NA
2025-2026,May,17,MADHYA PRADESH,1736,CHHINDWARA,2412825,255.025579964179,16,995,22.7677596,2132,1,30427,810688,114694,86184,447335,269425,158.9897,2249.2192333,50269,69342,223080,527139,2,287448,660496,32559,2067.4617737,412602,79,27.11,50.01,101.73,NA
2025-2026,May,17,MADHYA PRADESH,1747,BURHANPUR,467975,262.683306587766,17,142,4.2290848,331,3,7602,117278,21790,25462,52481,50844,31.97995,344.2787631,6862,11088,50388,129937,0,89721,215909,7933,308.0697283,56508,79,11.35,23.63,100,NA
2025-2026,May,17,MADHYA PRADESH,1703,GWALIOR,378620,252.814774527784,13,73,4.1384,199,21,10079,105778,16562,14216,11058,8601,58.07809,329.638902199999,7997,9172,47695,77452,0,112130,215314,10278,267.422412199999,29606,54,22.15,60.09,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1708,CHHATARPUR,1369181,266.860918265023,15,186,0.0092,1510,12,19623,438784,72430,47297,24621,14605,137.24307,1308.1952816,27939,35791,129057,246874,0,235596,434471,21133,1170.9430116,142370,70,34.79,50.78,100,NA
2025-2026,May,17,MADHYA PRADESH,1711,DAMOH,1727457,273.623495291962,15,174,1.4844786,644,24,18589,702628,96732,39714,116619,37790,112.23577,2036.27554110001,44167,52729,156033,264296,0,281814,461486,19233,1922.55529250001,261440,66,55.95,75.3,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1713,REWA,794886,290.817799167738,14,53,0,1730,19,20026,255208,47189,45267,37749,40402,189.36649,931.5567789,17698,22134,137339,254301,0,257114,485345,21756,742.1902889,94933,63,23.46,32.95,100.13,NA
2025-2026,May,17,MADHYA PRADESH,1717,RATLAM,902039,246.222812842893,15,85,0.045,823,15,17878,219639,58366,60549,80951,68414,96.96823,637.814553900002,14137,19794,100319,221087,0,189605,392913,18701,540.801323900002,86335,83,22.49,41.98,100,NA
2025-2026,May,17,MADHYA PRADESH,1719,SHAJAPUR,372713,269.774974568324,16,72,0,441,2,10153,181270,35055,20923,14689,11715,76.70941,565.7305064,11161,14629,55450,99104,0,110926,188830,10594,489.0210964,62920,76,40.34,50.88,100.02,NA
2025-2026,May,17,MADHYA PRADESH,1724,KHARGONE,2008362,281.039785503758,13,160,3.7302109,1316,5,27242,342337,36868,38236,181253,175409,151.46852,1117.3019014,25252,34330,174210,347878,0,291785,577126,28558,962.1031705,137454,80,31.78,56.02,100,NA
2025-2026,May,17,MADHYA PRADESH,1734,NARSINGHPUR,683056,249.964090166801,15,40,5.9301687,706,1,11586,225959,39588,25225,42890,27163,97.22567,667.972197200001,14639,19785,73747,138419,0,151959,266575,12292,564.816358500001,78580,74,50.59,56.96,100,NA
2025-2026,May,17,MADHYA PRADESH,1738,BALAGHAT,2893990,277.821131977881,14,2418,1.1533,1102,1,24534,1115543,47485,27108,360638,129865,184.52281,3284.89030030001,78815,104106,265659,573781,1,319054,673459,25636,3099.21419030001,675435,78,64.15,79.66,100.02,NA
2025-2026,May,17,MADHYA PRADESH,1745,DINDORI,2794710,273.248132190423,12,417,38.456,1265,3,14714,648519,15922,14342,399425,185638,84.60111,1895.12316440001,53764,68048,191311,355940,1,205935,377836,15979,1772.06605440001,343831,66,36.59,80.86,100,NA
2025-2026,May,17,MADHYA PRADESH,1701,MORENA,2378850,267.794626979347,14,166,38.1801556,155,86,9556,1381264,161280,39584,17088,4400,122.26172,3859.39265200001,94674,98747,237882,297064,0,328234,412227,9711,3698.95077640001,572925,21,39.42,93.96,100,NA
2025-2026,May,17,MADHYA PRADESH,1703,GWALIOR,378620,254.444813193037,12,68,4.1384,191,28,9811,91806,14528,14198,9846,8587,57.77809,295.512095199999,7437,8544,47631,77306,0,112061,215225,10002,233.595605199999,25935,54,22.31,58.96,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1704,DATIA,423906,279.458834176162,11,18,0,534,26,5461,62488,17933,17355,1326,2743,59.23552,233.8637563,5418,6602,38372,66840,0,82438,147834,5995,174.6282363,21968,56,27.72,38.82,100,NA
2025-2026,May,17,MADHYA PRADESH,1705,SHIVPURI,1845737,267.366587852213,13,139,0,1733,16,38384,371294,60830,55693,97563,68187,105.73614,1098.4522387,28553,34927,198248,341367,0,340373,620680,40117,992.716098699997,147319,83,23.15,44.18,100,NA
2025-2026,May,17,MADHYA PRADESH,1710,SAGAR,1085618,280.366687231072,13,73,20.793648,1109,33,21761,261455,37255,35038,27253,31487,144.3382,898.1645701,19460,24695,144202,247800,0,290662,497359,22870,733.032722100001,83001,77,35.25,54.39,100.36,NA
2025-2026,May,17,MADHYA PRADESH,1717,RATLAM,902039,244.843882696237,15,78,0.045,794,21,16836,188485,48729,60065,70288,68199,96.96823,558.507222300002,12504,17472,99886,220059,0,189478,392588,17630,461.493992300002,73765,82,22.25,42.77,100,NA
2025-2026,May,17,MADHYA PRADESH,1718,UJJAIN,1002698,252.094553029676,14,104,2.15168,582,16,13595,169094,66158,57335,13313,12772,136.73088,565.1593235,11435,15358,72387,169813,0,155379,361923,14177,426.2767635,63083,76,19.07,29.33,100.02,NA
2025-2026,May,17,MADHYA PRADESH,1723,INDORE,224832,251.824002402839,12,13,0.39242,418,42,6095,35791,8242,10463,9015,14726,70.12243,160.6451787,2925,3562,31930,62495,0,69901,133899,6513,90.1303287,13391,62,21.07,23.07,100,NA
2025-2026,May,17,MADHYA PRADESH,1738,BALAGHAT,2893990,279.211509229465,13,2332,1.1533,1031,2,24108,1010297,43260,27101,326518,129779,168.55815,2990.57695140001,74122,97333,265574,573498,1,318996,673218,25139,2820.86550140001,611654,78,63.74,79.46,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1751,AGAR-MALWA,713929,266.455324489388,13,127,0.17658,276,4,14606,155059,44423,33354,4865,4408,50.36545,463.704991600001,11399,15786,57839,123596,0,110444,222518,14882,413.162961600001,61140,81,22.77,47.71,100,NA
2025-2026,May,17,MADHYA PRADESH,1701,MORENA,2378850,270.977249502143,13,165,38.1801556,145,95,9091,1272955,145397,39577,15917,4400,122.26172,3609.86032200001,92921,96758,237750,296923,0,328146,412133,9236,3449.41844640001,527432,18,39.33,93.96,100,NA
2025-2026,May,17,MADHYA PRADESH,1711,DAMOH,1727457,281.564037623863,13,155,1.4844786,597,35,17955,549598,76286,39559,91723,37668,110.79577,1659.7505681,40111,47602,155519,263489,0,281568,461090,18552,1547.4703195,205377,65,56.23,75.64,100,NA
2025-2026,May,17,MADHYA PRADESH,1717,RATLAM,902039,251.495180282781,14,73,0,654,28,16298,162883,42470,59922,60910,68097,96.96823,506.611124500002,11188,15629,99690,219626,0,189395,392363,16952,409.642894500002,63354,81,21.38,43.18,100,NA
2025-2026,May,17,MADHYA PRADESH,1720,DEWAS,783853,261.100747329842,15,95,3.645,412,7,15857,254573,46899,34694,56362,40357,111.86546,780.202465499999,16808,21498,89227,180726,0,166487,337466,16269,664.692005499999,83309,81,32.71,48.58,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1723,INDORE,224832,255.621963846244,11,13,0.39242,414,42,6060,34132,7944,10457,8714,14719,70.12243,157.7637387,2866,3487,31906,62438,0,69897,133886,6474,87.2488887,12884,62,20.72,22.47,100,NA
2025-2026,May,17,MADHYA PRADESH,1724,KHARGONE,2008362,293.022862058766,12,131,3.7302109,1177,16,24353,240037,26224,37924,128168,174486,150.98102,858.0745183,19335,25967,173209,345857,0,291584,576663,25530,703.3632874,97291,79,33.01,58.73,100,NA
2025-2026,May,17,MADHYA PRADESH,1725,KHANDWA,1096170,264.485359526844,11,132,0,705,3,17461,198497,17954,24820,68959,105163,94.72802,619.723524099999,17042,25387,125022,311321,0,197290,465853,18166,524.995504099999,88746,77,22.03,55.91,100,NA
2025-2026,May,17,MADHYA PRADESH,1732,NARMADAPURAM,429997,274.980755016772,14,42,2.199,317,21,13236,84965,16473,18220,21037,29323,95.82122,331.6576185,5869,7413,44023,93723,0,103184,198884,13553,233.6373985,27992,71,5.68,7.47,100,NA
2025-2026,May,17,MADHYA PRADESH,1733,JABALPUR,866647,298.54318772949,14,93,1.31238,1138,5,16102,189006,36786,37961,60084,64652,113.5782,679.1551174,12691,16660,94837,187824,1,157730,302253,17240,564.2645374,83866,72,13.63,21.57,100,NA
2025-2026,May,17,MADHYA PRADESH,1735,MANDLA,2739960,256.651852531579,14,757,3.3134013,1903,2,21482,648410,52617,32179,383781,268105,108.98384,1776.45351830001,45297,63034,213119,457211,1,252963,531777,23385,1664.15627700001,359598,79,61.61,69.11,100,NA
2025-2026,May,17,MADHYA PRADESH,1738,BALAGHAT,2893990,287.790429480303,12,1970,1.10914,996,6,23011,797848,34554,27086,245502,129700,168.55815,2465.79747580001,63638,82411,265461,573247,1,318993,673151,24007,2296.13018580001,485897,78,61.64,77.4,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1741,NEEMUCH,467211,279.624947954579,16,37,1.16978,414,4,7335,82428,14306,12969,10070,10156,56.1111,287.7701321,5141,6810,45587,101360,0,90940,196537,7749,230.4892521,29671,69,20,24.25,100,NA
2025-2026,May,17,MADHYA PRADESH,1748,ASHOK NAGAR,1045988,271.847572408262,13,134,9.42587166,778,8,20800,328968,62286,28899,29093,15844,70.4574,974.17479366001,24774,30118,86482,145154,0,154070,550360,21578,894.29152200001,104788,86,40.33,63.42,100,NA
2025-2026,May,17,MADHYA PRADESH,1750,SINGRAULI,1283469,274.24373976994,15,275,3.7209633,477,10,11926,319402,49739,33447,93791,66456,62.88555,942.546502999984,20683,28822,117781,208184,0,177148,302469,12403,875.939989699984,138048,70,40.36,76.92,100,NA
2025-2026,May,17,MADHYA PRADESH,1702,BHIND,491209,273.405909540287,13,11,0,211,160,7734,72828,12110,18015,454,202,72.48614,271.6021958,5593,6073,72931,97958,0,163774,269303,7945,199.1160558,30496,35,26.43,63.14,100,NA
2025-2026,May,17,MADHYA PRADESH,1703,GWALIOR,378620,253.17265099549,13,73,4.1384,207,19,10265,110649,17161,14224,11428,8600,58.07809,342.349496599999,8174,9369,47709,77481,0,112165,215372,10472,280.133006599999,30988,55,21.93,61.17,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1705,SHIVPURI,1845737,264.95802592177,13,157,0,1936,11,39264,450818,73532,55805,117084,68449,125.71867,1320.1971433,32574,40041,198652,342044,0,340566,621003,41200,1194.4784733,178071,84,24.25,45.1,100.02,NA
2025-2026,May,17,MADHYA PRADESH,1722,DHAR,2027305,257.404833169054,18,525,0,2036,9,34278,803508,70781,42821,557265,289274,161.02897,2229.2973969,42854,61732,200666,425188,3,313993,650218,36314,2068.2684269,330094,74,23.11,54.28,100,NA
2025-2026,May,17,MADHYA PRADESH,1732,NARMADAPURAM,429997,261.768165142603,15,63,2.199,440,17,13811,110341,21183,18312,27397,29476,95.82122,386.8578311,6922,8781,44338,94336,0,103333,199281,14251,288.8376111,36491,72,7.02,9.79,100,NA
2025-2026,May,17,MADHYA PRADESH,1736,CHHINDWARA,2412825,255.079684498438,16,1031,22.5419393,2268,1,30675,876731,123366,86220,484647,269549,160.82703,2419.731638,52376,72557,223198,527437,3,287523,660688,32943,2236.3626687,447285,79,27.36,51.02,101.59,NA
2025-2026,May,17,MADHYA PRADESH,1740,UMARIA,724841,289.028782155895,15,82,0.6948,677,7,10535,131741,9158,11829,77697,85490,45.64795,427.112157899998,8698,11884,85520,154529,0,119509,203927,11212,380.769407899998,62325,78,24.68,45.49,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1741,NEEMUCH,467211,268.995345704507,16,52,1.16978,478,4,8339,104598,17456,13042,12356,10205,60.39302,342.9265517,6483,8417,45760,101786,0,91020,196732,8817,281.3637517,37510,73,22.49,27.89,100,NA
2025-2026,May,17,MADHYA PRADESH,1746,ANUPPUR,1694948,228.658003851824,18,940,5.6410211,752,0,15879,761717,63201,24000,477861,141942,64.89779,1812.2656983,41870,58863,123845,251905,1,162126,319581,16631,1741.7268872,382490,85,69.96,73.36,100,NA
2025-2026,May,17,MADHYA PRADESH,1701,MORENA,2378850,263.274837428393,18,176,38.1801556,184,43,11257,1882186,219463,39709,23604,4419,123.19905,5116.70133719998,102250,107069,239165,298411,0,329174,413276,11441,4955.32213159998,782419,30,40.79,93.8,100,NA
2025-2026,May,17,MADHYA PRADESH,1724,KHARGONE,2008362,273.349046349949,15,231,3.7302109,1599,3,29669,488911,51554,38587,261783,176249,244.24058,1584.4043469,32392,44717,175297,350019,0,292291,578113,31268,1336.433556,196209,82,32.88,56.93,100,NA
2025-2026,May,17,MADHYA PRADESH,1730,RAISEN,592927,262.260658321783,18,90,0,1215,3,21333,348477,65696,23248,50089,24285,159.88078,1073.7988543,19228,25696,74846,130956,0,160746,255250,22548,913.9180743,127238,84,15.84,19.67,100,NA
2025-2026,May,17,MADHYA PRADESH,1732,NARMADAPURAM,429997,259.111349630871,16,71,5.4631567,519,9,14418,139653,26857,18486,36008,29702,124.54309,491.8630198,8237,10496,44767,95123,0,103410,199539,14937,361.8567731,45915,72,8.02,10.65,100,NA
2025-2026,May,17,MADHYA PRADESH,1736,CHHINDWARA,2412825,253.688116037488,18,1181,22.5419393,2739,0,31548,1082495,151473,86420,604384,269874,242.52408,3011.227191,58524,81798,223560,528452,4,287761,661346,34287,2746.1611717,555972,79,28.39,53.41,101.28,NA
2025-2026,May,17,MADHYA PRADESH,1737,SEONI,2479254,229.635718416354,14,913,0,3008,2,22085,548860,66998,56303,240447,211663,152.75294,1413.1315441,38028,56853,188920,455192,0,226094,533343,25093,1260.3786041,299417,72,50.01,68.31,100,NA
2025-2026,May,17,MADHYA PRADESH,1740,UMARIA,724841,282.435378541874,15,85,0.6948,866,3,10749,152744,11047,11835,89644,85576,61.42175,493.5196446,9809,13434,85598,154674,0,119618,204111,11615,431.4030946,72124,79,24.57,47.05,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1744,KATNI ,1182153,249.353171552922,13,138,0.25038,1034,0,9276,294329,40503,45049,77288,81143,152.81511,886.9841863,21427,29003,131966,281711,0,173498,367181,10310,733.9186963,151742,64,59.48,71.13,100,NA
2025-2026,May,17,MADHYA PRADESH,1749,ALIRAJPUR,1299259,265.363709830447,19,461,5.1431,219,0,14967,399463,52412,36231,325555,190653,123.89261,1189.0655462,20941,29941,102651,238556,6,147029,323847,15186,1060.0298362,149715,81,42.41,78.34,100,NA
2025-2026,May,17,MADHYA PRADESH,1708,CHHATARPUR,1369181,263.136278829867,16,204,0.0092,1594,11,20339,508934,83493,47397,28552,14628,151.86397,1491.0631593,30281,38889,129350,247426,0,235797,434803,21933,1339.1899893,164703,70,35.57,52.12,100,NA
2025-2026,May,17,MADHYA PRADESH,1710,SAGAR,1085618,275.522804648328,14,96,20.793648,1300,14,23475,360990,50933,35271,38886,31686,204.01914,1219.4225605,24681,31598,144983,249198,0,291225,498262,24775,994.609772500001,116105,79,36.72,56.37,100.39,NA
2025-2026,May,17,MADHYA PRADESH,1714,SHAHDOL,1201004,247.06790813036,14,250,12.203386,376,5,17261,275978,35236,34329,149186,130328,102.60907,796.665527500005,18897,26566,118401,235293,2,160237,299040,17637,681.853071500005,133601,80,60.61,66.83,100,NA
2025-2026,May,17,MADHYA PRADESH,1718,UJJAIN,1002698,249.541772517874,17,131,2.15168,697,8,16249,261137,104669,58742,19951,13054,176.25454,830.052118499999,15224,20824,73712,172931,0,155626,362544,16946,651.645898499999,99290,79,17.88,30.42,100.03,NA
2025-2026,May,17,MADHYA PRADESH,1722,DHAR,2027305,255.520608149628,19,547,0,2076,6,36227,885292,77680,42974,615764,289932,223.32787,2485.4313723,45615,65809,201138,426194,4,314111,650476,38303,2262.1035023,363908,75,22.54,53.35,100,NA
2025-2026,May,17,MADHYA PRADESH,1723,INDORE,224832,257.068323629174,14,17,0.39242,487,28,6494,55131,12126,10628,13564,14854,87.14113,229.2578875,3930,4815,32236,63126,0,69993,134114,6981,141.7243375,20253,65,24.11,27.64,100,NA
2025-2026,May,17,MADHYA PRADESH,1725,KHANDWA,1096170,258.640602336806,12,232,0,909,1,20049,327541,29152,24951,113476,105732,101.12249,948.276505299999,25223,39012,125706,312894,0,197438,466327,20958,847.154015299999,146092,80,23.96,68.33,100,NA
2025-2026,May,17,MADHYA PRADESH,1732,NARMADAPURAM,429997,264.364659930011,16,67,2.199,500,15,13954,122019,23278,18360,30920,29530,110.65658,435.4306944,7470,9505,44467,94573,0,103367,199380,14454,322.5751144,40094,72,7.6,10.43,100,NA
